info@monrifhotels.com,
info@hotelpalacebologna.com,
tiberio.biondi@duetorrihotels.com,
info@cavour-hotel.com,
reservations.excelsior.bo@starhotels.it,
info@millennhotelbologna.it,
info@aemiliahotel.it,
sandonato.bo@bestwestern.it,
info@4vialemasini.it,
info@suitehotelelite.it,
info@albergorossini.com,
info@mchotels.it,
info@hotelblumen.it,
internazionale@monrifhotels.com,
info@astoria.bo.it,
info@savohotel.it,
regency@savoia.eu,
info@hotelcosmopolitanbologna.com,
info@hotelpiccadilly.it,
info@ostellogallettiabbiosi.it,
nhravenna@nh-hotels.com,
info@astoriahotel-ra.com,
info@hotelbyron.com,
info@bisanziohotel.com,
info@villaforis.it,
info@g-sanvitale.com,
info@hotelferrara.com,
info@hotelcarlton.net,
info@corteestense.it,
info@annunziata.it,
info@hoteltouringfe.it,
info@astrahotel.info,
info@ferrarahotelripagrande.it,
diplomat@diplomatpalace.it,
info@lhotelrimini.it,
info@hotelcard.it,
info@hotelbahama.it,
inforosa@villarosariviera.it,
francono5@yahoo.it,
rimini@hotellevante.it,
nfo@hotelbiancamanorimini.com,
info@riminiresidence.com,
info@hotelpolo.it,
info@sovranahotel.it,
info@lerosesuitehotel.com,
business@rexhotels.it,
info@residencelugano.com,
villaadriatica@ambienthotels.it,
parioli@tonihotels.it,
info@aliseipalacehotel.it,
info@villamarialuigia.it,
info@hotelvillaluigia.com,
info@hotelcristallorimini.com,
info@augustusrimini.com,
info@aquahotel.it,
suite@ambienthotels.it,
info@nationalhotel.it,
villabianca@tonihotels.it,
info@clubhouse.it,
info@acmhotel.com,
villagori@gmail.com,
info@qhotel.it,
Info@ambassadorrimini.com,
info@hotelambasciatori.it,
commerciale@hotelcontinentalrimini.it,
info@hoteloriginale.com,
lemeridienrimini@lemeridien.com,
info@hotelsorrisorimini.it,
info@atmospheresuitehotel.it,
info@baldininihotel.com,
info@hotelghirlandinarimini.it,
info@hotelnordest.it,
info@principedipiemonte.com,
info@hotelprincipedipiemonte.it,
info@hotelgalliapalace.it,
info@hotelmondialrimini.com,
info@hotelmontmartre.it,
info@gallianohotel.com,
info@residenzeromeoegiulietta.com,
info@hotelcitypc.it,
info@palazzodallarosaprati.it,
info@hotel-torino.it,
info@parkhotelpacchiosi.it,
info@lidoadriano.com,
info@hotelmiramarecervia.it,
info@hotelkent.it,
 info@riminiresidence.com,
info@hoteltiffanysriccione.com,
info@hotelmeeting.com,
info@europahotel.it,
info@doriaparkhotel.it,
info@imolahotel.it,
info@lemura.net,
info@relaisducale.com,
marconi@hotel-marconi.it,
info@hsporting.com,
info@residencemichaela.it,
info@ascothotel.it,
info@hotelletizia.net,
info@albergoestense.com,
info@hotelglobus.org,
info@bellarivafeelinghotel.it,
parkhotel@parkhotels.it,
info@hotelcorallo.biz,
residencecleo@gmail.com,105
